Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,2025/2/15,Average,4,1,4,4,2,True,False,False,False,False,False,1,1,2,4,2,False,False,False,False,False,False,False,,FALSE
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,2025/2/15,Average,4,1,4,1,5,True,False,False,False,False,False,4,1,5,4,5,False,False,False,False,False,False,False,,FALSE
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,2025/2/15,Expert,2,3,5,1,4,False,False,False,False,False,False,2,4,4,3,4,False,False,False,False,False,False,False,FALSE,FALSE
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,2025/2/15,Average,4,1,3,1,2,True,False,False,False,False,True,1,2,3,3,2,False,False,False,False,False,False,False,,FALSE
974,Computer and Information Systems Managers,Control operational budget and expenditures.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,2025/2/15,Expert,1,1,4,1,3,False,False,False,False,False,False,2,1,5,5,5,False,False,False,False,False,False,False,FALSE,FALSE
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",051bafa4-57c0-4b01-a4ad-828c78afadfb,2025/2/15,Average,3,3,4,1,4,True,False,True,False,False,True,2,3,3,3,4,False,False,False,False,False,False,False,,FALSE
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,051bafa4-57c0-4b01-a4ad-828c78afadfb,2025/2/15,Novice,1,1,2,1,2,False,False,False,False,False,False,1,1,2,2,5,False,False,False,False,False,False,False,FALSE,FALSE
974,Computer and Information Systems Managers,Control operational budget and expenditures.,051bafa4-57c0-4b01-a4ad-828c78afadfb,2025/2/15,Average,4,2,2,1,2,True,True,True,True,False,False,1,3,5,3,3,False,False,False,False,False,False,False,,FALSE
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",051bafa4-57c0-4b01-a4ad-828c78afadfb,2025/2/15,Expert,3,2,4,1,3,True,True,True,False,False,False,1,2,3,3,3,False,False,False,False,False,False,False,,FALSE
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Expert,2,2,3,2,3,False,False,False,False,False,False,3,3,3,3,3,False,False,False,False,False,False,False,FALSE,FALSE
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Expert,3,3,4,4,3,False,False,False,True,True,True,3,2,2,3,3,False,False,False,False,False,False,False,,FALSE
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Expert,3,2,1,2,3,True,False,True,False,True,True,2,3,1,3,3,False,False,False,False,False,False,False,,FALSE
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Average,2,1,2,2,1,False,False,False,False,False,False,2,2,1,1,1,False,False,False,False,False,False,False,FALSE,FALSE
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Expert,4,2,3,2,3,True,True,True,False,False,False,3,3,3,3,3,False,False,False,False,False,False,False,,FALSE
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Average,2,2,2,2,2,False,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Average,2,1,2,2,2,False,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
974,Computer and Information Systems Managers,Control operational budget and expenditures.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Average,2,1,2,2,2,False,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Expert,3,2,3,3,3,False,False,True,False,True,True,3,3,3,3,3,False,False,False,False,False,False,False,,FALSE
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,bf8d604e-9b5d-4b1b-8305-a9dcb097bf54,2025/2/15,Expert,3,3,3,3,3,False,False,False,True,False,False,3,3,3,3,4,False,False,False,False,False,False,False,,FALSE
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,4,4,5,1,5,True,False,False,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,4,4,5,1,5,True,False,False,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,3,4,5,1,5,False,False,True,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,True,False,False,False,False,False,1,4,3,5,2,False,False,False,False,False,False,False,,FALSE
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,True,False,False,False,False,False,1,5,4,5,3,False,False,False,False,False,False,False,,FALSE
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,True,False,False,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,True,False,False,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE
974,Computer and Information Systems Managers,Control operational budget and expenditures.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,False,False,True,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,True,False,False,False,False,False,1,4,5,5,3,False,False,False,False,False,False,False,,FALSE
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",87db9938-ea76-428e-994d-21f371cad1ce,2025/2/15,Average,2,1,3,1,4,False,False,False,False,False,False,1,2,2,2,3,False,False,False,False,False,False,False,FALSE,FALSE
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,87db9938-ea76-428e-994d-21f371cad1ce,2025/2/15,Expert,2,2,3,2,3,False,False,False,False,False,False,2,2,2,3,3,False,False,False,False,False,False,False,FALSE,FALSE
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,87db9938-ea76-428e-994d-21f371cad1ce,2025/2/15,Expert,1,1,1,1,4,False,False,False,False,False,False,1,1,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",87db9938-ea76-428e-994d-21f371cad1ce,2025/2/15,Expert,2,1,2,1,3,False,False,False,False,False,False,1,1,2,1,3,False,False,False,False,False,False,False,FALSE,FALSE
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,3,3,2,4,2,True,False,True,True,False,False,2,3,3,4,3,False,False,False,False,False,False,False,,FALSE
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,4,2,4,2,3,True,False,False,True,False,False,2,2,3,2,1,False,False,False,False,False,False,False,,FALSE
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,3,4,4,1,2,True,True,False,True,False,False,2,3,4,4,3,False,False,False,False,False,False,False,,FALSE
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,1,2,5,1,2,False,False,False,False,False,False,4,2,3,3,3,False,False,False,False,False,False,False,FALSE,FALSE
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,2,2,4,1,2,False,False,False,False,False,False,4,2,2,3,3,False,False,False,False,False,False,False,FALSE,FALSE
974,Computer and Information Systems Managers,Control operational budget and expenditures.,216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,4,1,2,4,2,True,False,False,False,False,True,1,2,3,3,2,False,False,False,False,False,False,False,,FALSE
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Expert,2,4,4,1,4,False,False,False,False,False,False,4,1,1,2,4,False,False,False,False,False,False,False,FALSE,FALSE
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,1b3f2ed4-9876-4972-a951-cdae12118c0b,2025/2/20,Average,4,5,4,5,1,True,True,False,True,True,False,1,4,2,2,3,False,False,False,False,False,False,False,,FALSE
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",1b3f2ed4-9876-4972-a951-cdae12118c0b,2025/2/20,Average,5,4,3,5,5,True,True,True,True,True,True,4,5,5,5,2,False,False,False,False,False,False,False,,FALSE
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,1b3f2ed4-9876-4972-a951-cdae12118c0b,2025/2/20,Average,1,5,5,1,5,False,False,False,False,False,False,5,1,1,2,1,False,False,False,False,False,False,False,FALSE,FALSE
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",1b3f2ed4-9876-4972-a951-cdae12118c0b,2025/2/20,Average,4,5,3,3,3,True,True,True,True,True,True,4,2,2,2,5,False,False,False,False,False,False,False,"There are many tasks that are mechanized, and or monotonous. Therefore, designing into the awareness of how to prevent such from affecting others is how we create the valuation. The valuation is confirmation.",FALSE
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,1b3f2ed4-9876-4972-a951-cdae12118c0b,2025/2/20,Average,5,4,3,5,2,True,True,True,True,True,True,2,5,4,4,4,False,False,False,False,False,False,False,,FALSE
